0,0.00,0.62,2021-10-28 03:34:02.570592,kt_house
0,0.00,0.62,2021-10-28 03:34:33.577563,kt_house
148983,0.50,258.05,2021-10-28 03:35:03.623654,kt_house
0,0.00,0.62,2021-10-28 03:35:33.636572,kt_house
59384,0.20,103.41,2021-10-28 03:36:04.099715,kt_house
107247,0.36,186.08,2021-10-28 03:36:34.659142,kt_house
168681,0.56,291.99,2021-10-28 03:37:05.635023,kt_house
131494,0.44,227.91,2021-10-28 03:37:35.759887,kt_house
201641,0.67,348.75,2021-10-28 03:38:05.790077,kt_house
0,0.00,0.62,2021-10-28 03:38:35.787943,kt_house
125067,0.42,216.82,2021-10-28 03:39:05.802759,kt_house
12442,0.04,22.18,2021-10-28 03:39:36.633992,kt_house
146941,0.49,254.54,2021-10-28 03:40:07.433749,kt_house
0,0.00,0.62,2021-10-28 03:40:37.431903,kt_house
104782,0.35,181.83,2021-10-28 03:41:08.070531,kt_house
236013,0.79,407.89,2021-10-28 03:41:38.982219,kt_house
0,0.00,0.62,2021-10-28 03:42:09.990195,kt_house
0,0.00,0.62,2021-10-28 03:42:40.982579,kt_house
0,0.00,0.62,2021-10-28 03:43:11.988554,kt_house
0,0.00,0.62,2021-10-28 03:43:42.995790,kt_house
56157,0.19,97.83,2021-10-28 03:44:13.842093,kt_house
63505,0.21,110.54,2021-10-28 03:44:44.528906,kt_house
0,0.00,0.62,2021-10-28 03:45:15.534850,kt_house
125597,0.42,217.74,2021-10-28 03:45:46.365682,kt_house
58838,0.20,102.47,2021-10-28 03:46:17.209851,kt_house
41523,0.14,72.52,2021-10-28 03:46:47.441931,kt_house
0,0.00,0.62,2021-10-28 03:47:18.448487,kt_house
107734,0.36,186.92,2021-10-28 03:47:48.797987,kt_house
122565,0.41,212.51,2021-10-28 03:48:19.547970,kt_house
178557,0.60,309.00,2021-10-28 03:48:49.897193,kt_house
211398,0.70,365.54,2021-10-28 03:49:20.328828,kt_house
117662,0.39,204.05,2021-10-28 03:49:50.710901,kt_house
0,0.00,0.62,2021-10-28 03:50:20.724943,kt_house
112703,0.38,195.49,2021-10-28 03:50:51.571693,kt_house
0,0.00,0.62,2021-10-28 03:51:22.578056,kt_house
0,0.00,0.62,2021-10-28 03:51:53.584201,kt_house
155416,0.52,269.14,2021-10-28 03:52:24.526842,kt_house
31928,0.11,55.92,2021-10-28 03:52:55.404613,kt_house
178552,0.60,309.00,2021-10-28 03:53:25.578593,kt_house
0,0.00,0.62,2021-10-28 03:53:56.568512,kt_house
118508,0.40,205.51,2021-10-28 03:54:26.742248,kt_house
57690,0.19,100.48,2021-10-28 03:54:57.716221,kt_house
143582,0.48,248.75,2021-10-28 03:55:28.290463,kt_house
53215,0.18,92.75,2021-10-28 03:55:58.719735,kt_house
88547,0.30,153.80,2021-10-28 03:56:29.277896,kt_house
84673,0.28,147.11,2021-10-28 03:56:59.404363,kt_house
0,0.00,0.62,2021-10-28 03:57:29.416604,kt_house
39200,0.13,68.50,2021-10-28 03:57:59.670059,kt_house
239552,0.80,413.98,2021-10-28 03:58:30.019848,kt_house
83269,0.28,144.68,2021-10-28 03:59:00.658295,kt_house
80629,0.27,140.12,2021-10-28 03:59:30.831460,kt_house
106515,0.36,184.82,2021-10-28 04:00:01.406358,kt_house
0,0.00,0.62,2021-10-28 04:00:32.413389,kt_house
172358,0.57,298.33,2021-10-28 04:01:03.245422,kt_house
56310,0.19,98.10,2021-10-28 04:01:33.467099,kt_house
177811,0.59,307.72,2021-10-28 04:02:04.169969,kt_house
0,0.00,0.62,2021-10-28 04:02:35.160308,kt_house
82185,0.27,142.81,2021-10-28 04:03:05.590858,kt_house
102390,0.34,177.70,2021-10-28 04:03:36.246961,kt_house
109871,0.37,190.61,2021-10-28 04:04:06.820785,kt_house
116499,0.39,202.04,2021-10-28 04:04:37.795497,kt_house
0,0.00,0.62,2021-10-28 04:05:08.802126,kt_house
0,0.00,0.62,2021-10-28 04:05:38.798679,kt_house
78149,0.26,135.84,2021-10-28 04:06:09.660640,kt_house
75585,0.25,131.41,2021-10-28 04:06:39.868073,kt_house
39724,0.13,69.41,2021-10-28 04:07:09.945440,kt_house
0,0.00,0.62,2021-10-28 04:07:40.936869,kt_house
113965,0.38,197.67,2021-10-28 04:08:11.208119,kt_house
0,0.00,0.62,2021-10-28 04:08:41.206733,kt_house
0,0.00,0.62,2021-10-28 04:09:12.197433,kt_house
78869,0.26,137.08,2021-10-28 04:09:42.531857,kt_house
17974,0.06,31.76,2021-10-28 04:10:13.235021,kt_house
41583,0.14,72.63,2021-10-28 04:10:44.050144,kt_house
37651,0.13,65.82,2021-10-28 04:11:14.848360,kt_house
45270,0.15,79.01,2021-10-28 04:11:45.103311,kt_house
6119,0.02,11.22,2021-10-28 04:12:15.741825,kt_house
65911,0.22,114.69,2021-10-28 04:12:46.733208,kt_house
49930,0.17,87.07,2021-10-28 04:13:17.309083,kt_house
0,0.00,0.62,2021-10-28 04:13:47.307202,kt_house
19731,0.07,34.80,2021-10-28 04:14:18.106700,kt_house
104000,0.35,180.48,2021-10-28 04:14:48.553711,kt_house
51610,0.17,89.97,2021-10-28 04:15:18.872917,kt_house
66170,0.22,115.14,2021-10-28 04:15:49.159063,kt_house
0,0.00,0.62,2021-10-28 04:16:19.156625,kt_house
59157,0.20,103.02,2021-10-28 04:16:49.297771,kt_house
0,0.00,0.62,2021-10-28 04:17:19.296328,kt_house
147018,0.49,254.67,2021-10-28 04:17:50.223447,kt_house
25395,0.08,44.61,2021-10-28 04:18:20.350794,kt_house
108803,0.36,188.76,2021-10-28 04:18:51.004873,kt_house
43360,0.14,75.70,2021-10-28 04:19:21.590247,kt_house
0,0.00,0.62,2021-10-28 04:19:51.587422,kt_house
172324,0.57,298.27,2021-10-28 04:20:21.905240,kt_house
26177,0.09,45.97,2021-10-28 04:20:52.527768,kt_house
197991,0.66,342.47,2021-10-28 04:21:22.830024,kt_house
43520,0.15,75.98,2021-10-28 04:21:53.259882,kt_house
0,0.00,0.62,2021-10-28 04:22:24.250639,kt_house
33554,0.11,58.73,2021-10-28 04:22:55.129935,kt_house
6075,0.02,11.15,2021-10-28 04:23:25.430940,kt_house
0,0.00,0.62,2021-10-28 04:23:56.438652,kt_house
172150,0.57,297.97,2021-10-28 04:24:27.238768,kt_house
56792,0.19,98.93,2021-10-28 04:24:58.037777,kt_house
91399,0.30,158.72,2021-10-28 04:25:28.580668,kt_house
10041,0.03,18.02,2021-10-28 04:25:59.297963,kt_house
132934,0.44,230.39,2021-10-28 04:26:29.984485,kt_house
71519,0.24,124.39,2021-10-28 04:27:00.158965,kt_house
113909,0.38,197.57,2021-10-28 04:27:30.571951,kt_house
267898,0.89,462.73,2021-10-28 04:28:00.955180,kt_house
213745,0.71,369.58,2021-10-28 04:28:31.177475,kt_house
173033,0.58,299.49,2021-10-28 04:29:01.928522,kt_house
107814,0.36,187.06,2021-10-28 04:29:32.070163,kt_house
27733,0.09,48.66,2021-10-28 04:30:02.309145,kt_house
0,0.00,0.62,2021-10-28 04:30:33.300589,kt_house
0,0.00,0.62,2021-10-28 04:31:04.309306,kt_house
31829,0.11,55.75,2021-10-28 04:31:34.883083,kt_house
68701,0.23,119.52,2021-10-28 04:32:05.810149,kt_house
84687,0.28,147.13,2021-10-28 04:32:36.159295,kt_house
76377,0.25,132.78,2021-10-28 04:33:06.494203,kt_house
0,0.00,0.62,2021-10-28 04:33:37.501189,kt_house
0,0.00,0.62,2021-10-28 04:34:08.487085,kt_house
185682,0.62,321.27,2021-10-28 04:34:39.333612,kt_house
53473,0.18,93.19,2021-10-28 04:35:10.322665,kt_house
0,0.00,0.62,2021-10-28 04:35:41.315399,kt_house
0,0.00,0.62,2021-10-28 06:35:49.069271,kt_house
665912,2.22,1148.17,2021-10-28 10:36:02.594076,kt_house
2127466,7.09,3889.42,2021-10-28 10:52:50.893234,kt_house
1025159,3.42,1777.08,2021-10-28 10:53:21.731827,kt_house
1824530,6.08,3270.03,2021-10-28 10:53:52.694645,kt_house
60696,0.20,105.68,2021-10-28 10:54:23.046276,kt_house
450834,1.50,777.22,2021-10-28 10:54:53.156554,kt_house
376152,1.25,648.81,2021-10-28 10:55:23.331845,kt_house
897695,2.99,1552.07,2021-10-28 10:55:54.307358,kt_house
142735,0.48,247.29,2021-10-28 10:56:24.962715,kt_house
123045,0.41,213.33,2021-10-28 10:56:55.553254,kt_house
140161,0.47,242.85,2021-10-28 10:57:26.449397,kt_house
204514,0.68,353.69,2021-10-28 10:57:57.392556,kt_house
82226,0.27,142.88,2021-10-28 10:58:28.111734,kt_house
139955,0.47,242.49,2021-10-28 10:58:58.622599,kt_house
162695,0.54,281.68,2021-10-28 10:59:28.716742,kt_house
145158,0.48,251.46,2021-10-28 10:59:59.259569,kt_house
168438,0.56,291.58,2021-10-28 11:00:29.786441,kt_house
166694,0.56,288.57,2021-10-28 11:01:00.384517,kt_house
423857,1.41,730.82,2021-10-28 11:01:30.890666,kt_house
129741,0.43,224.88,2021-10-28 11:02:01.095865,kt_house
44159,0.15,77.08,2021-10-28 11:02:31.669357,kt_house
217474,0.72,376.00,2021-10-28 11:03:01.666495,kt_house
42126,0.14,73.57,2021-10-28 11:03:32.673748,kt_house
66124,0.22,115.06,2021-10-28 11:04:03.071487,kt_house
134495,0.45,233.08,2021-10-28 11:04:33.357775,kt_house
520959,1.74,897.92,2021-10-28 11:05:03.947195,kt_house
292410,0.97,504.87,2021-10-28 11:05:34.201475,kt_house
1063737,3.55,1845.69,2021-10-28 11:06:04.310794,kt_house
552014,1.84,951.43,2021-10-28 11:06:35.237393,kt_house
142128,0.47,246.24,2021-10-28 11:07:05.778936,kt_house
76142,0.25,132.37,2021-10-28 11:07:36.336929,kt_house
227661,0.76,393.52,2021-10-28 11:08:06.478425,kt_house
693355,2.31,1195.72,2021-10-28 11:08:36.491650,kt_house
178948,0.60,309.68,2021-10-28 11:09:07.033222,kt_house
196370,0.65,339.68,2021-10-28 11:09:37.238351,kt_house
84586,0.28,146.96,2021-10-28 11:10:07.827263,kt_house
240581,0.80,415.75,2021-10-28 11:10:37.904958,kt_house
68386,0.23,118.97,2021-10-28 11:11:08.654280,kt_house
0,0.00,0.62,2021-10-28 11:11:38.651082,kt_house•÷÷÷÷÷÷÷÷÷÷÷
108727,0.36,188.63,2021-10-28 11:12:08.711779,kt_house
102273,0.34,177.50,2021-10-28 11:12:39.300195,kt_house
169515,0.57,293.43,2021-10-28 11:13:09.890244,kt_house
160189,0.53,277.36,2021-10-28 11:13:40.254412,kt_house
476720,1.59,821.75,2021-10-28 11:14:10.651157,kt_house
215717,0.72,372.97,2021-10-28 11:14:41.302795,kt_house
435004,1.45,749.99,2021-10-28 11:15:12.164135,kt_house
523513,1.75,902.32,2021-10-28 11:15:42.192092,kt_house
1250305,4.17,2181.44,2021-10-28 11:16:12.460145,kt_house
1226368,4.09,2137.97,2021-10-28 11:16:42.840508,kt_house
1252107,4.17,2184.72,2021-10-28 11:17:13.316961,kt_house
2242905,7.48,4135.60,2021-10-28 11:17:43.969393,kt_house
201214,0.67,348.01,2021-10-28 11:18:14.557555,kt_house
1478629,4.93,2602.97,2021-10-28 11:18:44.585186,kt_house
90462,0.30,157.11,2021-10-28 11:19:14.933704,kt_house
287475,0.96,496.39,2021-10-28 11:19:45.793769,kt_house
169315,0.56,293.09,2021-10-28 11:20:16.013816,kt_house
225008,0.75,388.96,2021-10-28 11:20:46.089445,kt_house
680446,2.27,1173.35,2021-10-28 11:21:16.629280,kt_house
1351421,4.50,2366.53,2021-10-28 11:21:47.489824,kt_house
160173,0.53,277.34,2021-10-28 11:22:18.365907,kt_house
191182,0.64,330.74,2021-10-28 11:22:49.050283,kt_house
1770678,5.90,3163.59,2021-10-28 11:23:19.142174,kt_house
85506,0.29,148.55,2021-10-28 11:23:49.169834,kt_house
189575,0.63,327.98,2021-10-28 11:24:19.885767,kt_house
515255,1.72,888.09,2021-10-28 11:24:50.809911,kt_house
96164,0.32,166.95,2021-10-28 11:25:21.637039,kt_house
159940,0.53,276.94,2021-10-28 11:25:52.529072,kt_house
329943,1.10,569.39,2021-10-28 11:26:22.925400,kt_house
198549,0.66,343.43,2021-10-28 11:26:53.577725,kt_house
363952,1.21,627.84,2021-10-28 11:27:23.765090,kt_house
638528,2.13,1100.79,2021-10-28 11:27:54.208571,kt_house
134224,0.45,232.61,2021-10-28 11:28:24.987732,kt_house
0,0.00,0.62,2021-10-28 12:14:46.374627,kt_lab
42889,0.14,74.89,2021-10-28 12:15:00.215428,kt_lab
0,0.00,0.62,2021-10-28 12:15:31.213154,kt_lab
0,0.00,0.62,2021-10-28 12:16:02.210134,kt_lab
39221,0.13,68.54,2021-10-28 12:16:33.015183,kt_lab
119412,0.40,207.07,2021-10-28 12:17:03.036122,kt_lab
0,0.00,0.62,2021-10-28 12:17:34.011797,kt_lab
0,0.00,0.62,2021-10-28 12:18:03.993681,kt_lab
0,0.00,0.62,2021-10-28 12:18:34.988035,kt_lab
0,0.00,0.62,2021-10-28 12:19:04.992719,kt_lab
0,0.00,0.62,2021-10-28 12:19:35.990081,kt_lab
53736,0.18,93.65,2021-10-28 12:20:06.426720,kt_lab
0,0.00,0.62,2021-10-28 12:20:37.424587,kt_lab
54187,0.18,94.43,2021-10-28 12:21:07.621952,kt_lab
0,0.00,0.62,2021-10-28 12:21:38.634467,kt_lab
0,0.00,0.62,2021-10-28 12:22:09.631741,kt_lab
